is_wasm,time,width,height,timestamp
false,28.200000047683716,100,100,2023-04-30T18:17:56.158Z
false,10.299999952316284,100,100,2023-04-30T18:17:57.752Z
false,6.200000047683716,100,100,2023-04-30T18:17:59.867Z
false,5.900000095367432,100,100,2023-04-30T18:18:01.560Z
false,2.8999998569488525,100,100,2023-04-30T18:18:02.498Z
false,2.8000001907348633,100,100,2023-04-30T18:18:03.557Z
false,1.9000000953674316,100,100,2023-04-30T18:18:04.805Z
false,3.9000000953674316,100,100,2023-04-30T18:18:05.894Z
false,2.5,100,100,2023-04-30T18:18:06.901Z
false,2,100,100,2023-04-30T18:18:08.135Z
false,7.5,100,100,2023-04-30T18:18:09.331Z
false,43.19999980926514,100,100,2023-04-30T18:18:14.600Z
false,5.099999904632568,100,100,2023-04-30T18:18:16.582Z
false,4.900000095367432,100,100,2023-04-30T18:18:18.291Z
false,4.6000001430511475,100,100,2023-04-30T18:18:20.018Z
false,6,100,100,2023-04-30T18:18:21.591Z
false,3.0999999046325684,100,100,2023-04-30T18:18:23.222Z
false,2.5,100,100,2023-04-30T18:18:24.590Z
false,2.299999952316284,100,100,2023-04-30T18:18:26.173Z
false,3.0999999046325684,100,100,2023-04-30T18:18:27.760Z
false,4.599999904632568,100,100,2023-04-30T18:18:29.518Z
false,4,100,100,2023-04-30T18:18:30.940Z
false,35.59999990463257,100,100,2023-04-30T18:18:36.685Z
false,3.700000047683716,100,100,2023-04-30T18:18:38.227Z
false,2.5,100,100,2023-04-30T18:18:39.399Z
false,11.100000143051147,100,100,2023-04-30T18:18:40.884Z
false,2.6000001430511475,100,100,2023-04-30T18:18:42.835Z
false,2.1999998092651367,100,100,2023-04-30T18:18:44.291Z
false,4,100,100,2023-04-30T18:18:46.117Z
false,2.3999998569488525,100,100,2023-04-30T18:18:47.500Z
false,2.799999952316284,100,100,2023-04-30T18:18:49.000Z
false,2.3000001907348633,100,100,2023-04-30T18:18:50.502Z
false,3.3999998569488525,100,100,2023-04-30T18:18:52.593Z
false,29.90000009536743,100,100,2023-04-30T18:18:57.624Z
false,14.899999856948853,100,100,2023-04-30T18:19:03.433Z
false,3.4000000953674316,100,100,2023-04-30T18:19:05.640Z
false,9.800000190734863,100,100,2023-04-30T18:19:07.361Z
false,2.5999999046325684,100,100,2023-04-30T18:19:10.215Z
false,2.200000047683716,100,100,2023-04-30T18:19:11.994Z
false,3.299999952316284,100,100,2023-04-30T18:19:13.564Z
false,2.200000047683716,100,100,2023-04-30T18:19:15.203Z
false,2.799999952316284,100,100,2023-04-30T18:19:16.976Z
false,5.1000001430511475,100,100,2023-04-30T18:19:18.789Z
false,3.0999999046325684,100,100,2023-04-30T18:19:20.319Z
false,32,100,100,2023-04-30T18:19:26.308Z
false,2.700000047683716,100,100,2023-04-30T18:19:28.183Z
false,4.1000001430511475,100,100,2023-04-30T18:19:29.740Z
false,3.299999952316284,100,100,2023-04-30T18:19:32.066Z
false,2.5,100,100,2023-04-30T18:19:34.222Z
false,4,100,100,2023-04-30T18:19:36.009Z
false,9.800000190734863,100,100,2023-04-30T18:19:42.519Z
false,10.200000047683716,100,100,2023-04-30T18:19:48.443Z
false,4.200000047683716,100,100,2023-04-30T18:19:51.547Z
false,7,100,100,2023-04-30T18:19:54.310Z
false,3.8999998569488525,100,100,2023-04-30T18:19:56.560Z
false,61,100,100,2023-04-30T18:20:02.533Z
false,2.700000047683716,100,100,2023-04-30T18:20:04.556Z
false,2.0999999046325684,100,100,2023-04-30T18:20:06.259Z
false,3.9000000953674316,100,100,2023-04-30T18:20:08.123Z
false,3.200000047683716,100,100,2023-04-30T18:20:09.947Z
false,2.200000047683716,100,100,2023-04-30T18:20:11.790Z
false,2.6000001430511475,100,100,2023-04-30T18:20:13.647Z
false,2.799999952316284,100,100,2023-04-30T18:20:15.697Z
false,2.299999952316284,100,100,2023-04-30T18:20:17.876Z
false,2.299999952316284,100,100,2023-04-30T18:20:19.704Z
false,2.200000047683716,100,100,2023-04-30T18:20:21.657Z
false,29.799999952316284,100,100,2023-04-30T18:20:28.367Z
false,2.9000000953674316,100,100,2023-04-30T18:20:30.817Z
false,3.5,100,100,2023-04-30T18:20:34.583Z
false,6.3999998569488525,100,100,2023-04-30T18:20:36.727Z
false,4.400000095367432,100,100,2023-04-30T18:20:39.119Z
false,3.200000047683716,100,100,2023-04-30T18:20:41.077Z
false,7.900000095367432,100,100,2023-04-30T18:20:48.365Z
false,12.400000095367432,100,100,2023-04-30T18:20:52.895Z
false,3.6000001430511475,100,100,2023-04-30T18:20:56.739Z
false,4.5,100,100,2023-04-30T18:21:00.077Z
false,2.5999999046325684,100,100,2023-04-30T18:21:02.338Z
false,36.799999952316284,100,100,2023-04-30T18:21:08.581Z
false,2.5999999046325684,100,100,2023-04-30T18:21:10.734Z
false,2.799999952316284,100,100,2023-04-30T18:21:12.837Z
false,3.1000001430511475,100,100,2023-04-30T18:21:14.889Z
false,2.299999952316284,100,100,2023-04-30T18:21:16.930Z
false,2.299999952316284,100,100,2023-04-30T18:21:18.900Z
false,2.4000000953674316,100,100,2023-04-30T18:21:21.071Z
false,2.700000047683716,100,100,2023-04-30T18:21:23.175Z
false,4.8999998569488525,100,100,2023-04-30T18:21:25.375Z
false,3,100,100,2023-04-30T18:21:27.708Z
false,4.200000047683716,100,100,2023-04-30T18:21:30.218Z
false,94.19999980926514,100,100,2023-04-30T18:21:42.806Z
